fold,date,method,return
42,2025-10-20,QAUR,-0.01543329829793709
42,2025-10-21,AUR,0.007184896005781487
42,2025-10-21,QAUR,0.01393550426979968
42,2025-10-22,AUR,0.00031328356670063914
42,2025-10-22,QAUR,0.0042946254415009155
42,2025-10-23,AUR,0.009270203880920484
42,2025-10-23,QAUR,0.007012157538454074
42,2025-10-24,AUR,-0.004014113822338567
42,2025-10-24,QAUR,-0.005984896829007587
42,2025-10-27,AUR,-0.003517666053394538
42,2025-10-27,QAUR,0.002516783980319165
42,2025-10-28,AUR,0.003955351581361168
42,2025-10-28,QAUR,0.0018920643706607093
42,2025-10-29,AUR,0.016069556545954173
42,2025-10-29,QAUR,0.016123450126464198
42,2025-10-30,AUR,-0.0020570493016438753
42,2025-10-30,QAUR,-0.002183333485827968
42,2025-10-31,AUR,-0.0014051444834635093
42,2025-10-31,QAUR,-0.0011900573675839362
