sensitivity_factor,fold,depth_p,shots,seed,cardinality,candidate_size,qubit_budget,uniform_probability_noise_proxy,depolarizing_probability,readout_error_probability,noise_model,transaction_cost_bps,energy,optimality_gap,feasibility_rate,runtime_seconds,net_cumulative_return
core_partial_factorial,6,1,2048,23,4,7,8,0.0,0.0,0.0,ideal,0,-0.04010735223598232,0.0,1.0,0.07793349999974453,-0.15692371996715193
core_partial_factorial,6,1,2048,23,4,7,8,0.0,0.0,0.0,ideal,10,-0.04010735223598232,0.0,1.0,0.07793349999974453,-0.15776679624718537
core_partial_factorial,6,1,2048,23,4,7,8,0.0,0.0,0.0,ideal,25,-0.04010735223598232,0.0,1.0,0.07793349999974453,-0.15903141066723436
core_partial_factorial,6,1,2048,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.04010735223598232,0.0,0.86376953125,0.07910150000043359,-0.15692371996715193
core_partial_factorial,6,1,2048,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.04010735223598232,0.0,0.86376953125,0.07910150000043359,-0.15776679624718537
core_partial_factorial,6,1,2048,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.04010735223598232,0.0,0.86376953125,0.07910150000043359,-0.15903141066723436
core_partial_factorial,6,1,2048,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.04010735223598232,0.0,0.8623046875,0.08359180000024935,-0.15692371996715193
core_partial_factorial,6,1,2048,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.04010735223598232,0.0,0.8623046875,0.08359180000024935,-0.15776679624718537
core_partial_factorial,6,1,2048,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.04010735223598232,0.0,0.8623046875,0.08359180000024935,-0.15903141066723436
core_partial_factorial,6,2,256,11,3,7,8,0.0,0.0,0.0,ideal,0,-0.03852693910166942,0.0,1.0,0.032794900000226335,-0.1775394886654047
core_partial_factorial,6,2,256,11,3,7,8,0.0,0.0,0.0,ideal,10,-0.03852693910166942,0.0,1.0,0.032794900000226335,-0.17836194917673898
