fold,configuration,selector,solver,selected_tickers,objective,optimality_gap,feasibility_rate,turnover,transaction_cost,covariance_method,expected_return_source
0,liquidity_topk_exact,liquidity,exact,VPB|DPM|DGC|MBB,0.02687677607618594,0.0,1.0,0.999999999991218,0.0017977035723435212,ewma,ewma
0,ewma_topk_exact,ewma,exact,ACL|REE|DGC|OGC,-0.10705387492494194,0.0,1.0,0.9999999999977348,0.0017875853251616202,ewma,ewma
0,xgboost_topk_exact,xgboost,exact,PTL|NHA|TIP|TDG,-0.08874223261925619,0.0,1.0,1.0,0.0017516446746106951,ewma,xgboost_calibrated
0,adaptive_exact,adaptive,exact,APG|PVD|SBT|KSB,-0.09914970383138068,0.0,1.0,1.0,0.0015531543288199116,ewma,xgboost_calibrated
0,xgboost_penalty_qaoa,xgboost,penalty_qaoa_ideal_statevector,APG|NHA|SZC|TDG,-0.05815585220097952,0.344665437359022,0.30078125,0.9999999999999986,0.001665605025718525,ewma,xgboost_calibrated
0,xgboost_xy_qaoa,xgboost,xy_qaoa_dicke_ideal_statevector,PTL|NHA|TIP|TDG,-0.08874223261925619,0.0,1.0,1.0,0.0017516446746106951,ewma,xgboost_calibrated
0,adaptive_penalty_qaoa,adaptive,penalty_qaoa_ideal_statevector,APG|PVD|SBT|KSB,-0.09914970383138068,0.0,0.50146484375,1.0,0.0015531543288199116,ewma,xgboost_calibrated
0,adaptive_xy_qaoa,adaptive,xy_qaoa_dicke_ideal_statevector,APG|PVD|SBT|KSB,-0.09914970383138068,0.0,1.0,1.0,0.0015531543288199116,ewma,xgboost_calibrated
0,adaptive_simulated_annealing,adaptive,simulated_annealing,APG|PVD|SBT|KSB,-0.09914970383138068,0.0,1.0,1.0,0.0015531543288199116,ewma,xgboost_calibrated
1,liquidity_topk_exact,liquidity,exact,VPB|STB|DXG|HAG,-0.03935047677413073,0.0,1.0,1.6161994075499373,0.0037427865052094044,ewma,ewma
1,ewma_topk_exact,ewma,exact,CKG|TDC|PTL|VNS,-0.23842829422941988,0.0,1.0,1.9999999999986617,0.004596292101545901,ewma,ewma
1,xgboost_topk_exact,xgboost,exact,SKG|C32|HDB|DRC,0.10505058752442767,0.0,1.0,2.0,0.00443415354465715,ewma,xgboost_calibrated
1,adaptive_exact,adaptive,exact,MSB|MBB|BVH|HDB,0.103668730165118,0.0,1.0,1.999999999999976,0.0043056121223874946,ewma,xgboost_calibrated
1,xgboost_penalty_qaoa,xgboost,penalty_qaoa_ideal_statevector,MSB|C32|HDB|DRC,0.10515437180790344,0.0009879457689910124,0.2861328125,1.9999999999999998,0.0044604517158445545,ewma,xgboost_calibrated
1,xgboost_xy_qaoa,xgboost,xy_qaoa_dicke_ideal_statevector,MSB|C32|HDB|DRC,0.10515437180790344,0.0009879457689910124,1.0,1.9999999999999998,0.004448044857967242,ewma,xgboost_calibrated
1,adaptive_penalty_qaoa,adaptive,penalty_qaoa_ideal_statevector,MSB|MBB|BVH|HDB,0.103668730165118,0.0,0.484375,1.999999999999976,0.0043056121223874946,ewma,xgboost_calibrated
