fold,strategy,turnover,commission_cost,sell_tax_cost,slippage_cost,market_impact_cost,transaction_cost
3,adaptive_exact,1.999999999999996,0.0019999999999999957,0.001,0.0009999999999999979,0.00040813950010812306,0.0044081395001081165
3,adaptive_penalty_qaoa,1.9999999999999958,0.0019999999999999957,0.001,0.0009999999999999979,0.0004149293682939068,0.0044149293682939
3,adaptive_simulated_annealing,1.999999999999996,0.0019999999999999957,0.001,0.0009999999999999979,0.00040813950010812306,0.0044081395001081165
3,adaptive_xy_qaoa,1.999999999999998,0.0019999999999999983,0.001,0.0009999999999999992,0.00038961954682290576,0.004389619546822903
3,equal_weight_candidates,2.0,0.002,0.001,0.001,0.0002997768467804762,0.004299776846780476
3,equal_weight_universe,0.10796097792060298,0.00010796097792060298,5.39804889603015e-05,5.398048896030149e-05,1.852578339653609e-06,0.00021777453418085957
3,ewma_topk_exact,1.9999999999999927,0.0019999999999999927,0.001,0.0009999999999999963,0.0005770435839603608,0.00457704358396035
3,full_pipeline_xy_qaoa,1.9999999999999982,0.0019999999999999983,0.001,0.0009999999999999992,0.0003828296785599741,0.004382829678559972
3,liquidity_topk_exact,1.5748638644750683,0.0015748638644750683,0.0007874319322375548,0.0007874319322375341,0.00045893386282558986,0.0036086615917757473
3,markowitz_mean_variance,2.0,0.002,0.001,0.001,0.0005956408118758406,0.004595640811875841
3,minimum_variance,0.31567518282291607,0.00031567518282291606,0.00015783759141144667,0.00015783759141145803,3.102653485957712e-05,0.0006623769005053979
3,xgboost_penalty_qaoa,1.9999999999999998,0.002,0.0009999999999999998,0.001,0.0005681140838462222,0.0045681140838462215
3,xgboost_topk_exact,2.0,0.002,0.001,0.001,0.0005681140838462223,0.004568114083846222
3,xgboost_xy_qaoa,1.9999999999999998,0.002,0.0009999999999999998,0.001,0.0005681140838462222,0.0045681140838462215
4,adaptive_exact,1.9999999999999998,0.002,0.001,0.001,0.000582918272259356,0.004582918272259356
4,adaptive_penalty_qaoa,2.0,0.002,0.0010000000000000002,0.001,0.0005829182722593561,0.004582918272259357
4,adaptive_simulated_annealing,1.9999999999999998,0.002,0.001,0.001,0.000582918272259356,0.004582918272259356
4,adaptive_xy_qaoa,2.0,0.002,0.001,0.001,0.0005815497515830139,0.004581549751583014
4,equal_weight_candidates,2.0,0.002,0.001,0.001,0.00041054571361399364,0.0044105457136139935
4,equal_weight_universe,0.14313380299933226,0.00014313380299933227,7.156690149966603e-05,7.156690149966614e-05,2.776074361803736e-06,0.00028904368036046816
4,ewma_topk_exact,1.9999999999914955,0.0019999999999914956,0.001,0.0009999999999957478,0.000564628926678934,0.004564628926666177
4,full_pipeline_xy_qaoa,2.0,0.002,0.001,0.001,0.0005819851815306141,0.004581985181530614
4,liquidity_topk_exact,1.9999999999976135,0.0019999999999976135,0.0009999999999999998,0.0009999999999988067,0.0005969388621546262,0.004596938862151047
4,markowitz_mean_variance,2.0,0.002,0.0009999999999999998,0.001,0.0005770582775473282,0.004577058277547328
4,minimum_variance,0.17134364481827097,0.00017134364481827098,8.567182240905694e-05,8.567182240913549e-05,1.1223542596862915e-05,0.00035391083223332634
4,xgboost_penalty_qaoa,2.0,0.002,0.001,0.001,0.0005578881704104799,0.0045578881704104795
4,xgboost_topk_exact,2.0,0.002,0.001,0.001,0.0005578881704104799,0.0045578881704104795
4,xgboost_xy_qaoa,2.0,0.002,0.001,0.001,0.0006360624761856247,0.004636062476185625
5,adaptive_exact,1.9999999999999898,0.0019999999999999896,0.001,0.0009999999999999948,0.00033132262206817545,0.00433132262206816
5,adaptive_penalty_qaoa,1.9999999999999787,0.001999999999999979,0.001,0.0009999999999999894,0.0004221491051581452,0.004422149105158113
5,adaptive_simulated_annealing,1.9999999999999898,0.0019999999999999896,0.001,0.0009999999999999948,0.00033132262206817545,0.00433132262206816
5,adaptive_xy_qaoa,1.99999999999999,0.00199999999999999,0.0010000000000000002,0.000999999999999995,0.0003296211051932726,0.004329621105193257
5,equal_weight_candidates,2.0,0.002,0.001,0.001,0.00029025233993312224,0.004290252339933122
5,equal_weight_universe,0.14007011525039906,0.00014007011525039905,7.003505762519952e-05,7.003505762519952e-05,2.7299411211486622e-06,0.00028287017162194675
5,ewma_topk_exact,1.9999999999997804,0.00199999999999978,0.001,0.00099999999999989,0.0005656257999634356,0.004565625799963106
5,full_pipeline_xy_qaoa,1.99999999999999,0.00199999999999999,0.001,0.000999999999999995,0.0003313226220681755,0.004331322622068161
5,liquidity_topk_exact,2.0000000000001217,0.0020000000000001215,0.001,0.0010000000000000607,0.0005968892105968392,0.004596889210597021
5,markowitz_mean_variance,2.0,0.002,0.001,0.001,0.0005656247442113294,0.00456562474421133
5,minimum_variance,0.16302008294128228,0.00016302008294128228,8.151004147024835e-05,8.151004147064114e-05,1.3275339183344437e-05,0.00033931550506551624
5,xgboost_penalty_qaoa,1.9999999999999676,0.0019999999999999675,0.001,0.0009999999999999838,0.000340805635818708,0.0043408056358186595
5,xgboost_topk_exact,1.9999999999999891,0.001999999999999989,0.001,0.0009999999999999946,0.00035187807534873893,0.004351878075348722
5,xgboost_xy_qaoa,1.9999999999999674,0.0019999999999999675,0.001,0.0009999999999999838,0.0003751675708812014,0.004375167570881152
6,adaptive_exact,1.9999999999999334,0.0019999999999999337,0.001,0.0009999999999999668,0.00033040251881787797,0.004330402518817778
6,adaptive_penalty_qaoa,1.9999999999999336,0.0019999999999999337,0.001,0.0009999999999999668,0.0003277241084677272,0.004327724108467628
6,adaptive_simulated_annealing,1.9999999999999334,0.0019999999999999337,0.001,0.0009999999999999668,0.00033040251881787797,0.004330402518817778
6,adaptive_xy_qaoa,1.9999999999999336,0.0019999999999999337,0.001,0.0009999999999999668,0.00033040251881787797,0.004330402518817778
6,equal_weight_candidates,1.737583733678624,0.001737583733678624,0.000868791866839312,0.000868791866839312,0.00023915937188498425,0.003714326839242232
6,equal_weight_universe,0.1342326760408338,0.0001342326760408338,6.711633802041695e-05,6.71163380204169e-05,2.7726342882715615e-06,0.0002712379863699392
6,ewma_topk_exact,1.9999999999992348,0.001999999999999235,0.001,0.0009999999999996175,0.0005874561249365846,0.004587456124935437
6,full_pipeline_xy_qaoa,1.9999999999999334,0.0019999999999999337,0.001,0.0009999999999999668,0.00033040251881787797,0.004330402518817778
6,liquidity_topk_exact,1.1999999999994668,0.0011999999999994667,0.0006000000000000001,0.0005999999999997333,0.00033658018549817623,0.0027365801854973763
6,markowitz_mean_variance,2.0,0.002,0.001,0.001,0.000587456125339387,0.0045874561253393875
6,minimum_variance,0.18897465168912347,0.00018897465168912347,9.448732584455852e-05,9.448732584456173e-05,1.529737104852112e-05,0.00039324667442676485
6,xgboost_penalty_qaoa,1.9999999999999492,0.0019999999999999493,0.001,0.0009999999999999747,0.00035993791171165876,0.0043599379117115825
6,xgboost_topk_exact,1.9999999999999325,0.0019999999999999324,0.001,0.0009999999999999662,0.0003365256875232716,0.00433652568752317
6,xgboost_xy_qaoa,1.9999999999999327,0.001999999999999933,0.001,0.0009999999999999664,0.0003041365021617391,0.004304136502161638
7,adaptive_exact,1.9999999999999856,0.0019999999999999853,0.001,0.0009999999999999926,0.000392795012805472,0.00439279501280545
7,adaptive_penalty_qaoa,1.9999999999999987,0.0019999999999999987,0.001,0.0009999999999999994,0.0003970099580620616,0.00439700995806206
7,adaptive_simulated_annealing,1.9999999999999856,0.0019999999999999853,0.001,0.0009999999999999926,0.000392795012805472,0.00439279501280545
7,adaptive_xy_qaoa,1.999999999999988,0.001999999999999988,0.001,0.000999999999999994,0.00039228839100288954,0.004392288391002872
7,equal_weight_candidates,1.7142857142857144,0.0017142857142857142,0.0008571428571428572,0.0008571428571428571,0.00026030566466920537,0.003688877093240634
7,equal_weight_universe,0.1442158803822348,0.00014421588038223478,7.210794019111743e-05,7.210794019111739e-05,2.843465068795432e-06,0.00029127522583326503
7,ewma_topk_exact,2.000000000000156,0.002000000000000156,0.001,0.001000000000000078,0.0005933896293961754,0.00459338962939641
7,full_pipeline_xy_qaoa,2.0,0.002,0.001,0.001,0.0003673295588327919,0.004367329558832792
7,liquidity_topk_exact,1.5822742741316176,0.0015822742741316176,0.0007911371370659442,0.0007911371370658088,0.0004618621353261815,0.003626410683589552
7,markowitz_mean_variance,2.0000000000000004,0.0020000000000000005,0.001,0.0010000000000000002,0.0005933896293961967,0.004593389629396196
7,minimum_variance,0.1575355646761436,0.00015753556467614361,7.876778233801926e-05,7.876778233807181e-05,1.2537555494338649e-05,0.00032760868484657334
7,xgboost_penalty_qaoa,2.0,0.002,0.001,0.001,0.0003577216583949816,0.004357721658394982
7,xgboost_topk_exact,1.9999999999999856,0.0019999999999999853,0.001,0.0009999999999999926,0.0003927950128054721,0.00439279501280545
7,xgboost_xy_qaoa,1.9999999999999853,0.0019999999999999853,0.001,0.0009999999999999926,0.00039279501280547205,0.00439279501280545
8,adaptive_exact,2.0,0.002,0.001,0.001,0.00034792873296050133,0.004347928732960501
8,adaptive_penalty_qaoa,2.0,0.002,0.001,0.001,0.0003485056497863135,0.004348505649786314
8,adaptive_simulated_annealing,2.0,0.002,0.001,0.001,0.00034792873296050133,0.004347928732960501
8,adaptive_xy_qaoa,2.0,0.002,0.0010000000000000002,0.001,0.0003479690183773989,0.0043479690183774
8,equal_weight_candidates,2.0,0.002,0.001,0.001,0.0002881596863200875,0.004288159686320087
8,equal_weight_universe,0.14831409961439038,0.0001483140996143904,7.415704980719515e-05,7.41570498071952e-05,3.295898506514338e-06,0.0002999240977352951
8,ewma_topk_exact,2.0,0.002,0.001,0.001,0.0005897724737692769,0.004589772473769277
8,full_pipeline_xy_qaoa,2.0,0.002,0.001,0.001,0.0002986349238403257,0.004298634923840325
8,liquidity_topk_exact,1.1999999999991091,0.0011999999999991091,0.0006,0.0005999999999995546,0.0003407779101029764,0.00274077791010164
8,markowitz_mean_variance,2.0,0.002,0.001,0.001,0.0005638679853287641,0.004563867985328764
8,minimum_variance,0.17194938980651492,0.0001719493898065149,8.597469490319576e-05,8.597469490325745e-05,1.384027447042572e-05,0.0003577390540833939
8,xgboost_penalty_qaoa,2.0,0.002,0.001,0.001,0.0005447762834982193,0.004544776283498219
8,xgboost_topk_exact,2.0,0.002,0.001,0.001,0.000511040210591913,0.004511040210591913
8,xgboost_xy_qaoa,2.0,0.002,0.001,0.001,0.000511040210591913,0.004511040210591913
9,adaptive_exact,1.8143247783857632,0.0018143247783857632,0.0009071623891928842,0.0009071623891928816,0.0004876734395774536,0.004116322996348983
9,adaptive_penalty_qaoa,1.814324778385763,0.001814324778385763,0.0009071623891928841,0.0009071623891928815,0.00048767343957745353,0.004116322996348983
9,adaptive_simulated_annealing,1.8143247783857632,0.0018143247783857632,0.0009071623891928842,0.0009071623891928816,0.0004876734395774536,0.004116322996348983
9,adaptive_xy_qaoa,1.814324778385763,0.0018143247783857632,0.0009071623891928841,0.0009071623891928816,0.00048767343957745353,0.004116322996348983
9,equal_weight_candidates,1.4403307273146315,0.0014403307273146313,0.0007201653636573158,0.0007201653636573157,0.0003282962644148476,0.0032089577190441104
9,equal_weight_universe,0.14717841489637212,0.00014717841489637212,7.358920744818606e-05,7.358920744818606e-05,3.3103412601271177e-06,0.00029766717105287135
9,ewma_topk_exact,2.0,0.002,0.0010000000000000002,0.001,0.0005817615763688708,0.004581761576368871
9,full_pipeline_xy_qaoa,1.2100769112723286,0.0012100769112723285,0.0006050384556361654,0.0006050384556361642,0.00039193593969292557,0.002812089762237584
9,liquidity_topk_exact,1.999999999998048,0.001999999999998048,0.001,0.000999999999999024,0.0005967622909299185,0.004596762290926991
9,markowitz_mean_variance,2.0,0.002,0.001,0.001,0.0005608667315089759,0.004560866731508976
9,minimum_variance,0.11062865176935305,0.00011062865176935306,5.531432588461972e-05,5.531432588467653e-05,8.547539583011237e-06,0.00022980484312166055
9,xgboost_penalty_qaoa,1.4655745347805311,0.0014655745347805311,0.0007327872673902655,0.0007327872673902656,0.0005359378433982547,0.003467086912959317
9,xgboost_topk_exact,1.9999999999999758,0.0019999999999999758,0.001,0.0009999999999999879,0.0007104836058133639,0.004710483605813327
9,xgboost_xy_qaoa,1.9999999999999758,0.0019999999999999758,0.001,0.0009999999999999879,0.0007104836058133639,0.004710483605813327
10,adaptive_exact,2.0,0.002,0.0009999999999999998,0.001,0.0003331072109408597,0.0043331072109408595
10,adaptive_penalty_qaoa,1.9999999999999998,0.002,0.0009999999999999998,0.001,0.00033310745481510953,0.004333107454815109
10,adaptive_simulated_annealing,2.0,0.002,0.0009999999999999998,0.001,0.0003331072109408597,0.0043331072109408595
10,adaptive_xy_qaoa,2.0,0.002,0.0009999999999999998,0.001,0.0003331072109408597,0.0043331072109408595
10,equal_weight_candidates,2.0,0.0019999999999999996,0.001,0.0009999999999999998,0.00028772526770837816,0.004287725267708378
10,equal_weight_universe,0.19011265194615182,0.00019011265194615183,9.505632597307589e-05,9.505632597307592e-05,4.000930526857371e-06,0.000384226234419161
10,ewma_topk_exact,1.9999999999973652,0.001999999999997365,0.001,0.0009999999999986825,0.0005920955607120872,0.004592095560708135
10,full_pipeline_xy_qaoa,2.0,0.002,0.001,0.001,0.00031880058407274416,0.004318800584072744
10,liquidity_topk_exact,1.600000000000532,0.0016000000000005322,0.0008000000000006122,0.0008000000000002661,0.0004747867460216894,0.0036747867460231
10,markowitz_mean_variance,2.0,0.002,0.001,0.001,0.000601179854843046,0.0046011798548430466
10,minimum_variance,0.24987379833188134,0.0002498737983318813,0.00012493689916588674,0.00012493689916594065,2.2596581052737265e-05,0.0005223441777164459
10,xgboost_penalty_qaoa,1.4556501259041967,0.001455650125904197,0.0007278250629520983,0.0007278250629520985,0.000320557288515748,0.0032318575403241416
10,xgboost_topk_exact,2.0,0.002,0.001,0.001,0.0004940516693588831,0.004494051669358883
10,xgboost_xy_qaoa,2.0,0.002,0.001,0.001,0.0004940516693588831,0.004494051669358883
11,adaptive_exact,1.9999999999999944,0.0019999999999999944,0.001,0.0009999999999999972,0.0004909864557185196,0.004490986455718511
11,adaptive_penalty_qaoa,1.9999999999999927,0.0019999999999999927,0.001,0.0009999999999999963,0.0006083025306743714,0.00460830253067436
11,adaptive_simulated_annealing,1.9999999999999944,0.0019999999999999944,0.001,0.0009999999999999972,0.0004909864557185196,0.004490986455718511
11,adaptive_xy_qaoa,1.9999999999999944,0.0019999999999999944,0.001,0.0009999999999999972,0.0004909864557185196,0.004490986455718511
11,equal_weight_candidates,2.0,0.002,0.001,0.001,0.00031940467663257307,0.004319404676632573
11,equal_weight_universe,0.20164143706145132,0.0002016414370614513,0.00010082071853072571,0.00010082071853072566,4.438232472760785e-06,0.00040772110659566344
11,ewma_topk_exact,1.9999999999815705,0.0019999999999815703,0.0009999999999999998,0.0009999999999907852,0.0005943032403510268,0.004594303240323383
11,full_pipeline_xy_qaoa,1.9999999999999944,0.0019999999999999944,0.001,0.0009999999999999972,0.0004909864557185197,0.004490986455718511
11,liquidity_topk_exact,1.6000000000049506,0.0016000000000049505,0.0008000000000204204,0.0008000000000024753,0.0005056819069551805,0.0037056819069830266
11,markowitz_mean_variance,2.0,0.002,0.001,0.001,0.0005904446873097927,0.004590444687309793
11,minimum_variance,0.2852022439663539,0.0002852022439663539,0.000142601121983154,0.00014260112198317696,2.6422966082073564e-05,0.0005968274540147585
11,xgboost_penalty_qaoa,1.2379818006718937,0.0012379818006718936,0.0006189909003359468,0.0006189909003359468,0.00026171077419647756,0.002737674375540265
11,xgboost_topk_exact,0.986729721993495,0.000986729721993495,0.0004933648609967475,0.0004933648609967475,0.00018750549169107108,0.002160964935678061
11,xgboost_xy_qaoa,0.986729721993495,0.000986729721993495,0.0004933648609967475,0.0004933648609967475,0.00018750549169107108,0.002160964935678061
