sensitivity_factor,fold,depth_p,shots,seed,cardinality,candidate_size,qubit_budget,uniform_probability_noise_proxy,depolarizing_probability,readout_error_probability,noise_model,transaction_cost_bps,energy,optimality_gap,feasibility_rate,runtime_seconds,net_cumulative_return
core_partial_factorial,0,2,1024,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.05486624627413408,0.0,0.8671875,0.03825540002435446,0.018715852752278606
core_partial_factorial,0,2,1024,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.05486624627413408,0.0,0.8671875,0.03825540002435446,0.01769713689952712
core_partial_factorial,0,2,1024,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.05486624627413408,0.0,0.8671875,0.03825540002435446,0.016169063120397897
core_partial_factorial,0,2,1024,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.047650423568745964,0.13151660985159094,0.8642578125,0.036904699984006584,0.0090475908712353
core_partial_factorial,0,2,1024,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.047650423568745964,0.13151660985159094,0.8642578125,0.036904699984006584,0.008038543280363575
core_partial_factorial,0,2,1024,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.047650423568745964,0.13151660985159094,0.8642578125,0.036904699984006584,0.006524971894057874
core_partial_factorial,0,2,1024,11,4,7,8,0.0,0.0,0.0,ideal,0,-0.04275249952056319,0.03938804287656514,1.0,0.04640349998953752,-0.021155072889229798
core_partial_factorial,0,2,1024,11,4,7,8,0.0,0.0,0.0,ideal,10,-0.04275249952056319,0.03938804287656514,1.0,0.04640349998953752,-0.022133917816340776
core_partial_factorial,0,2,1024,11,4,7,8,0.0,0.0,0.0,ideal,25,-0.04275249952056319,0.03938804287656514,1.0,0.04640349998953752,-0.023602185207006188
core_partial_factorial,0,2,1024,23,4,7,8,0.0,0.0,0.0,ideal,0,-0.04229910537872364,0.0495754199612925,1.0,0.05206950000138022,-0.023291867775551478
core_partial_factorial,0,2,1024,23,4,7,8,0.0,0.0,0.0,ideal,10,-0.04229910537872364,0.0495754199612925,1.0,0.05206950000138022,-0.02426857590777587
core_partial_factorial,0,2,1024,23,4,7,8,0.0,0.0,0.0,ideal,25,-0.04229910537872364,0.0495754199612925,1.0,0.05206950000138022,-0.02573363810611251
core_partial_factorial,0,2,1024,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.04275249952056319,0.03938804287656514,0.8671875,0.07461540002259426,-0.021155072889229798
core_partial_factorial,0,2,1024,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.04275249952056319,0.03938804287656514,0.8671875,0.07461540002259426,-0.022133917816340776
core_partial_factorial,0,2,1024,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.04275249952056319,0.03938804287656514,0.8671875,0.07461540002259426,-0.023602185207006188
core_partial_factorial,0,2,1024,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.04229910537872364,0.0495754199612925,0.865234375,0.038099000026704744,-0.023291867775551478
core_partial_factorial,0,2,1024,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.04229910537872364,0.0495754199612925,0.865234375,0.038099000026704744,-0.02426857590777587
core_partial_factorial,0,2,1024,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.04229910537872364,0.0495754199612925,0.865234375,0.038099000026704744,-0.02573363810611251
core_partial_factorial,0,2,2048,11,3,7,8,0.0,0.0,0.0,ideal,0,-0.05486624627413408,0.0,1.0,0.05985879999934696,0.018715852752278606
core_partial_factorial,0,2,2048,11,3,7,8,0.0,0.0,0.0,ideal,10,-0.05486624627413408,0.0,1.0,0.05985879999934696,0.01769713689952712
core_partial_factorial,0,2,2048,11,3,7,8,0.0,0.0,0.0,ideal,25,-0.05486624627413408,0.0,1.0,0.05985879999934696,0.016169063120397897
core_partial_factorial,0,2,2048,23,3,7,8,0.0,0.0,0.0,ideal,0,-0.047650423568745964,0.13151660985159094,1.0,0.05363120001857169,0.0090475908712353
core_partial_factorial,0,2,2048,23,3,7,8,0.0,0.0,0.0,ideal,10,-0.047650423568745964,0.13151660985159094,1.0,0.05363120001857169,0.008038543280363575
core_partial_factorial,0,2,2048,23,3,7,8,0.0,0.0,0.0,ideal,25,-0.047650423568745964,0.13151660985159094,1.0,0.05363120001857169,0.006524971894057874
core_partial_factorial,0,2,2048,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.050321567156926025,0.08283196729767432,0.861328125,0.05432049999944866,-0.017166934811846946
core_partial_factorial,0,2,2048,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.050321567156926025,0.08283196729767432,0.861328125,0.05432049999944866,-0.01814976787703504
core_partial_factorial,0,2,2048,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.050321567156926025,0.08283196729767432,0.861328125,0.05432049999944866,-0.019624017474816458
core_partial_factorial,0,2,2048,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.047650423568745964,0.13151660985159094,0.861328125,0.06452590000117198,0.0090475908712353
core_partial_factorial,0,2,2048,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.047650423568745964,0.13151660985159094,0.861328125,0.06452590000117198,0.008038543280363575
core_partial_factorial,0,2,2048,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.047650423568745964,0.13151660985159094,0.861328125,0.06452590000117198,0.006524971894057874
core_partial_factorial,0,2,2048,11,4,7,8,0.0,0.0,0.0,ideal,0,-0.04275249952056319,0.03938804287656514,1.0,0.08522010000888258,-0.021155072889229798
core_partial_factorial,0,2,2048,11,4,7,8,0.0,0.0,0.0,ideal,10,-0.04275249952056319,0.03938804287656514,1.0,0.08522010000888258,-0.022133917816340776
core_partial_factorial,0,2,2048,11,4,7,8,0.0,0.0,0.0,ideal,25,-0.04275249952056319,0.03938804287656514,1.0,0.08522010000888258,-0.023602185207006188
core_partial_factorial,0,2,2048,23,4,7,8,0.0,0.0,0.0,ideal,0,-0.04229910537872364,0.0495754199612925,1.0,0.059223299991572276,-0.023291867775551478
core_partial_factorial,0,2,2048,23,4,7,8,0.0,0.0,0.0,ideal,10,-0.04229910537872364,0.0495754199612925,1.0,0.059223299991572276,-0.02426857590777587
core_partial_factorial,0,2,2048,23,4,7,8,0.0,0.0,0.0,ideal,25,-0.04229910537872364,0.0495754199612925,1.0,0.059223299991572276,-0.02573363810611251
core_partial_factorial,0,2,2048,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.04275249952056319,0.03938804287656514,0.86376953125,0.05225230002542958,-0.021155072889229798
core_partial_factorial,0,2,2048,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.04275249952056319,0.03938804287656514,0.86376953125,0.05225230002542958,-0.022133917816340776
core_partial_factorial,0,2,2048,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.04275249952056319,0.03938804287656514,0.86376953125,0.05225230002542958,-0.023602185207006188
core_partial_factorial,0,2,2048,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.04229910537872364,0.0495754199612925,0.8623046875,0.05001420000917278,-0.023291867775551478
core_partial_factorial,0,2,2048,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.04229910537872364,0.0495754199612925,0.8623046875,0.05001420000917278,-0.02426857590777587
core_partial_factorial,0,2,2048,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.04229910537872364,0.0495754199612925,0.8623046875,0.05001420000917278,-0.02573363810611251
core_partial_factorial,0,3,256,11,3,7,8,0.0,0.0,0.0,ideal,0,-0.05486624627413408,0.0,1.0,0.019690899993292987,0.018715852752278606
