config_id,fold,date,method,return
W_K10P6_CP30,34,2025-02-19,AUR,0.007942360866129273
W_K10P6_CP30,34,2025-02-20,AUR,0.00040837345195917746
W_K10P6_CP30,34,2025-02-21,AUR,0.009392981437085373
W_K10P6_CP30,34,2025-02-24,AUR,0.002139848421715123
W_K10P6_CP30,34,2025-02-25,AUR,-0.003887821427624249
W_K10P6_CP30,34,2025-02-26,AUR,0.002519660767417065
W_K10P6_CP30,34,2025-02-27,AUR,0.006980414110241907
W_K10P6_CP30,34,2025-02-28,AUR,-0.004101241461810002
W_K10P6_CP30,34,2025-02-03,QAUR,-0.008179943151830411
W_K10P6_CP30,34,2025-02-04,QAUR,0.0002273809277973728
W_K10P6_CP30,34,2025-02-05,QAUR,0.001647679075437736
W_K10P6_CP30,34,2025-02-06,QAUR,0.0035316549471197966
W_K10P6_CP30,34,2025-02-07,QAUR,-0.002309382727207878
W_K10P6_CP30,34,2025-02-10,QAUR,-0.004508098386801171
W_K10P6_CP30,34,2025-02-11,QAUR,-0.003041403037882532
W_K10P6_CP30,34,2025-02-12,QAUR,-0.0007686524268169105
W_K10P6_CP30,34,2025-02-13,QAUR,0.006214989683395555
W_K10P6_CP30,34,2025-02-14,QAUR,0.0016654860466891672
W_K10P6_CP30,34,2025-02-17,QAUR,0.0005468622803087974
W_K10P6_CP30,34,2025-02-18,QAUR,-0.0008053863737660736
W_K10P6_CP30,34,2025-02-19,QAUR,0.008093004447932997
W_K10P6_CP30,34,2025-02-20,QAUR,0.0001989571604089448
W_K10P6_CP30,34,2025-02-21,QAUR,0.009352457787320786
W_K10P6_CP30,34,2025-02-24,QAUR,0.0021129560360483093
W_K10P6_CP30,34,2025-02-25,QAUR,-0.003780320272630664
W_K10P6_CP30,34,2025-02-26,QAUR,0.0025435258556538425
W_K10P6_CP30,34,2025-02-27,QAUR,0.006975504002309087
W_K10P6_CP30,34,2025-02-28,QAUR,-0.004165351085704653
W_K10P6_CP30,35,2025-03-03,AUR,0.0012779591812456291
W_K10P6_CP30,35,2025-03-04,AUR,-0.0026829580005697123
W_K10P6_CP30,35,2025-03-05,AUR,0.003596665287118852
W_K10P6_CP30,35,2025-03-06,AUR,0.009092636095417248
W_K10P6_CP30,35,2025-03-07,AUR,-0.0023548554708942592
W_K10P6_CP30,35,2025-03-10,AUR,-0.00044839047646541325
W_K10P6_CP30,35,2025-03-11,AUR,-0.0018224542199555209
W_K10P6_CP30,35,2025-03-12,AUR,0.0045042547299451886
W_K10P6_CP30,35,2025-03-13,AUR,-0.011325158351970597
W_K10P6_CP30,35,2025-03-14,AUR,0.007876289443808466
W_K10P6_CP30,35,2025-03-17,AUR,0.005186889459894458
W_K10P6_CP30,35,2025-03-18,AUR,-0.002033056439757563
W_K10P6_CP30,35,2025-03-19,AUR,-0.0003364047846696448
W_K10P6_CP30,35,2025-03-20,AUR,0.0034592056358242382
W_K10P6_CP30,35,2025-03-21,AUR,-0.0022037174994554982
W_K10P6_CP30,35,2025-03-24,AUR,0.006762089120070812
W_K10P6_CP30,35,2025-03-25,AUR,-0.0007533961370277654
W_K10P6_CP30,35,2025-03-26,AUR,-0.0018153801431243892
W_K10P6_CP30,35,2025-03-27,AUR,-0.004781301745211785
W_K10P6_CP30,35,2025-03-28,AUR,-0.002032172484334547
W_K10P6_CP30,35,2025-03-31,AUR,-0.00945618990289536
W_K10P6_CP30,35,2025-04-01,AUR,0.005398206285330274
W_K10P6_CP30,35,2025-03-03,QAUR,0.0023255465402069555
W_K10P6_CP30,35,2025-03-04,QAUR,-0.001571056998509809
W_K10P6_CP30,35,2025-03-05,QAUR,0.004326988844649134
W_K10P6_CP30,35,2025-03-06,QAUR,0.001363538234848616
W_K10P6_CP30,35,2025-03-07,QAUR,-0.002980167659369401
W_K10P6_CP30,35,2025-03-10,QAUR,0.0011138830965935554
W_K10P6_CP30,35,2025-03-11,QAUR,-0.0005341553469367173
W_K10P6_CP30,35,2025-03-12,QAUR,0.009081748698102802
W_K10P6_CP30,35,2025-03-13,QAUR,-0.011138498673094438
W_K10P6_CP30,35,2025-03-14,QAUR,0.007344002033558055
W_K10P6_CP30,35,2025-03-17,QAUR,0.00680571336784682
W_K10P6_CP30,35,2025-03-18,QAUR,-0.007199254407327493
W_K10P6_CP30,35,2025-03-19,QAUR,0.0004055568353659863
W_K10P6_CP30,35,2025-03-20,QAUR,0.002690972247732673
W_K10P6_CP30,35,2025-03-21,QAUR,-0.002319155618314471
W_K10P6_CP30,35,2025-03-24,QAUR,0.006550005520870154
W_K10P6_CP30,35,2025-03-25,QAUR,-0.0008870748574512618
W_K10P6_CP30,35,2025-03-26,QAUR,0.0009413908011848748
W_K10P6_CP30,35,2025-03-27,QAUR,-0.006685841091194452
W_K10P6_CP30,35,2025-03-28,QAUR,-0.004581057566687891
W_K10P6_CP30,35,2025-03-31,QAUR,-0.007041285054229565
W_K10P6_CP30,35,2025-04-01,QAUR,0.004357929828298751
W_K10P6_CP30,36,2025-04-02,AUR,0.0021055416814008397
