spec_id,worst_method_sharpe,worst_method_return,worst_method_drawdown,minimum_exposure,market_lookback,strategy_lookback_folds,volatility_target,volatility_lookback_days,minimum_validation_ic,overlay_turnover_cost_bps,eligible
OV0193,0.32474997660282434,0.09974876992204962,-0.30203319479990964,0.6085446133622885,60,0,0.15,120,-1.0,25.0,False
OV0181,0.3015287895279946,0.09445320499067478,-0.30203319479990964,0.6217716227304526,60,0,0.12,60,-1.0,25.0,False
OV0129,0.28833753361054754,0.04975783543766221,-0.1522509558934404,0.36157855753188317,20,3,0.12,120,-1.0,25.0,False
OV0185,0.24167049466370336,0.07210469301129163,-0.30203319479990964,0.578449165062441,60,0,0.12,120,-1.0,25.0,False
OV0173,0.2319187557040864,0.07021254929546772,-0.30203319479990964,0.5886426442907293,60,0,0.1,60,-1.0,25.0,False
OV0121,0.18513065111729324,0.0312618171228678,-0.1522509558934404,0.34547202149492695,20,3,0.1,120,-1.0,25.0,False
OV0177,0.16832603881125965,0.04918786356119953,-0.30203319479990964,0.5491860335175182,60,0,0.1,120,-1.0,25.0,False
OV0253,0.12719509164542084,0.03643386040177443,-0.30203319479990964,0.5172413793103449,120,0,0.0,60,-1.0,25.0,False
OV0273,0.12719509164542084,0.03643386040177443,-0.30203319479990964,0.5172413793103449,120,0,0.15,60,-1.0,25.0,False
OV0265,0.10582011685874136,0.030181116414217835,-0.30203319479990964,0.5154582677437246,120,0,0.12,60,-1.0,25.0,False
OV0277,0.03834918656698443,0.010799885018548672,-0.30203319479990964,0.5098701470525395,120,0,0.15,120,-1.0,25.0,False
OV0257,0.028329750281668075,0.007935975848046617,-0.30203319479990964,0.5000481818017893,120,0,0.1,60,-1.0,25.0,False
OV0269,-0.03369781793798407,-0.009372649123129406,-0.30203319479990964,0.49950959201464185,120,0,0.12,120,-1.0,25.0,False
OV0030,-0.03811892575823694,-0.007150602562331465,-0.15434762514564437,0.3793103448275862,0,3,0.0,60,0.0,25.0,False
OV0289,-0.04562414947330186,-0.008147585123763124,-0.1522509558934404,0.41443753873630623,120,3,0.1,120,-1.0,25.0,False
OV0058,-0.05976129628325994,-0.01054911820802873,-0.17379147064396705,0.3448275862068966,0,6,0.0,60,0.0,25.0,False
OV0070,-0.05976129628325994,-0.01054911820802873,-0.17379147064396705,0.3448275862068966,0,6,0.12,60,0.0,25.0,False
OV0074,-0.05976129628325994,-0.01054911820802873,-0.17379147064396705,0.3448275862068966,0,6,0.12,120,0.0,25.0,False
OV0078,-0.05976129628325994,-0.01054911820802873,-0.17379147064396705,0.3448275862068966,0,6,0.15,60,0.0,25.0,False
OV0082,-0.05976129628325994,-0.01054911820802873,-0.17379147064396705,0.3448275862068966,0,6,0.15,120,0.0,25.0,False
OV0050,-0.0631842134749164,-0.011667343831928023,-0.15819472722486738,0.37466513293993214,0,3,0.15,60,0.0,25.0,False
OV0066,-0.06608738764999579,-0.011638021860474357,-0.17379147064396705,0.34280205503013905,0,6,0.1,120,0.0,25.0,False
OV0062,-0.06941439514912005,-0.012134214614985095,-0.17379147064396705,0.3404646226085788,0,6,0.1,60,0.0,25.0,False
OV0401,-0.07258060310184428,-0.01358958636991503,-0.19078407937693664,0.41237531439239966,200,6,0.1,120,-1.0,25.0,False
OV0393,-0.07506058741069867,-0.014073785022952312,-0.19104242415542239,0.41379310344827586,200,6,0.0,60,-1.0,25.0,False
OV0405,-0.07506058741069867,-0.014073785022952312,-0.19104242415542239,0.41379310344827586,200,6,0.12,60,-1.0,25.0,False
OV0409,-0.07506058741069867,-0.014073785022952312,-0.19104242415542239,0.41379310344827586,200,6,0.12,120,-1.0,25.0,False
OV0413,-0.07506058741069867,-0.014073785022952312,-0.19104242415542239,0.41379310344827586,200,6,0.15,60,-1.0,25.0,False
OV0417,-0.07506058741069867,-0.014073785022952312,-0.19104242415542239,0.41379310344827586,200,6,0.15,120,-1.0,25.0,False
OV0054,-0.07741741117232938,-0.014017858455243393,-0.160196761247818,0.3618355952892487,0,3,0.15,120,0.0,25.0,False
OV0397,-0.08195610610719357,-0.015236704402783019,-0.19104242415542239,0.409430139849958,200,6,0.1,60,-1.0,25.0,False
OV0345,-0.08738391896548874,-0.024781835874775227,-0.30203319479990964,0.5122204114062991,200,0,0.1,120,-1.0,25.0,False
OV0042,-0.09164325096059904,-0.016561576207285378,-0.16236335465415375,0.36415772774190236,0,3,0.12,60,0.0,25.0,False
OV0341,-0.09295402696988789,-0.026278417288505995,-0.30203319479990964,0.5099400377641312,200,0,0.1,60,-1.0,25.0,False
OV0349,-0.09802687464340763,-0.027863145822471402,-0.30203319479990964,0.5206118774970079,200,0,0.12,60,-1.0,25.0,False
OV0261,-0.0983870975775902,-0.027055713895721922,-0.30203319479990964,0.48340305597768557,120,0,0.1,120,-1.0,25.0,False
OV0353,-0.09860231407677293,-0.02802004878445341,-0.30203319479990964,0.5198141164166794,200,0,0.12,120,-1.0,25.0,False
OV0046,-0.10110361327707917,-0.018000149520123743,-0.16358864918678306,0.3515374417486404,0,3,0.12,120,0.0,25.0,False
OV0357,-0.11215241788498768,-0.03197751424744544,-0.30203319479990964,0.530075191698846,200,0,0.15,60,-1.0,25.0,False
OV0361,-0.11287035798965357,-0.03217084112129709,-0.30203319479990964,0.5290779903484355,200,0,0.15,120,-1.0,25.0,False
OV0034,-0.11906268981674564,-0.021020396022314203,-0.16482317256777723,0.3508259474509687,0,3,0.1,60,0.0,25.0,False
OV0038,-0.12362636965901905,-0.021749330663584088,-0.1658640098367088,0.342646474878144,0,3,0.1,120,0.0,25.0,False
OV0170,-0.12542788899885698,-0.03555836210442376,-0.30203319479990964,0.41379310344827586,60,0,0.0,60,0.0,25.0,False
OV0198,-0.12553974049479752,-0.02307398369649838,-0.15434762514564437,0.3448275862068966,60,3,0.0,60,0.0,25.0,False
OV0086,-0.12969078894350855,-0.021228937760837563,-0.1522509558934404,0.2413793103448276,20,0,0.0,60,0.0,25.0,False
OV0009,-0.14179709324812179,-0.04370832864724694,-0.3388719060989437,0.7510558155495252,0,0,0.1,120,-1.0,25.0,False
OV0141,-0.14428260445114752,-0.023761733954353437,-0.1522509558934404,0.3448275862068966,20,6,0.0,60,-1.0,25.0,False
OV0153,-0.14428260445114752,-0.023761733954353437,-0.1522509558934404,0.3448275862068966,20,6,0.12,60,-1.0,25.0,False
OV0161,-0.14428260445114752,-0.023761733954353437,-0.1522509558934404,0.3448275862068966,20,6,0.15,60,-1.0,25.0,False
OV0165,-0.14428260445114752,-0.023761733954353437,-0.1522509558934404,0.3448275862068966,20,6,0.15,120,-1.0,25.0,False
OV0145,-0.14789161030759823,-0.024241394947785655,-0.1522509558934404,0.3377901011540715,20,6,0.1,60,-1.0,25.0,False
OV0218,-0.15216799748440973,-0.027518285185292868,-0.15819472722486738,0.34018237431924253,60,3,0.15,60,0.0,25.0,False
OV0157,-0.15473710837489912,-0.025407712578046637,-0.1522509558934404,0.3398893364415757,20,6,0.12,120,-1.0,25.0,False
OV0222,-0.16833275138267256,-0.029831102107119034,-0.160196761247818,0.327352836668559,60,3,0.15,120,0.0,25.0,False
OV0110,-0.16896018820525358,-0.026727240000246844,-0.1522509558934404,0.2335798796489325,20,0,0.15,120,0.0,25.0,False
OV0194,-0.17728575728702717,-0.04883855398995063,-0.30203319479990964,0.3885189232140433,60,0,0.15,120,0.0,25.0,False
OV0190,-0.18037958306932755,-0.04984964700819883,-0.30203319479990964,0.39724189449654046,60,0,0.15,60,0.0,25.0,False
OV0017,-0.18130770148371597,-0.05762920405225036,-0.3685837201853551,0.8000032483284357,0,0,0.12,120,-1.0,25.0,False
OV0210,-0.18281829876498973,-0.03233402355373094,-0.16236335465415375,0.32967496912121275,60,3,0.12,60,0.0,25.0,False
OV0149,-0.1888243847213331,-0.030694399640886605,-0.1522509558934404,0.32739767058633734,20,6,0.1,120,-1.0,25.0,False
OV0106,-0.19030129781905042,-0.029644668295631393,-0.1522509558934404,0.2294733132807462,20,0,0.15,60,0.0,25.0,False
OV0214,-0.19379379581634892,-0.03374952493722272,-0.16358864918678306,0.3170546831279507,60,3,0.12,120,0.0,25.0,False
OV0102,-0.19675524334060113,-0.030521554031131215,-0.1522509558934404,0.2282432140639736,20,0,0.12,120,0.0,25.0,False
OV0373,-0.20333474159391707,-0.037190685342029295,-0.19363211141890269,0.37789255577171,200,3,0.1,120,-1.0,25.0,False
OV0365,-0.20561757589596533,-0.03766329893860898,-0.19388954695402294,0.3793103448275862,200,3,0.0,60,-1.0,25.0,False
OV0377,-0.20561757589596533,-0.03766329893860898,-0.19388954695402294,0.3793103448275862,200,3,0.12,60,-1.0,25.0,False
OV0381,-0.20561757589596533,-0.03766329893860898,-0.19388954695402294,0.3793103448275862,200,3,0.12,120,-1.0,25.0,False
OV0385,-0.20561757589596533,-0.03766329893860898,-0.19388954695402294,0.3793103448275862,200,3,0.15,60,-1.0,25.0,False
